API_UWI,Unformatted_API_UWI,API_UWI_12,Unformatted_API_UWI_12,API_UWI_14,Unformatted_API_UWI_14,WellID,CompletionID,WellPadID,WellPadDirection,ENVWellGrouping,CompletionNumber,WellName,Country,StateProvince,County,Lease,LeaseName,ENVOperator,RawOperator,InitialOperator,ENVTicker,ENV_Peer_Group,ENVCompanyType,ENV_Stock_Exchange,ENVWellServiceProvider,ENVProdWellType,StateWellType,ENVWellType,ENVProducingMethod,ENVRegion,ENVBasin,ENVPlay,ENVSubPlay,ENVInterval,ENVIntervalSource,ENVWellStatus,ENVWellboreStatus,OnConfidential,OffConfidentialDate,Trajectory,ENVWellboreType,Formation,FirstProdDate,Latitude,Longitude,Latitude_BH,Longitude_BH,TVD_FT,MD_FT,District,Field,Survey,Block,Abstract,Platform,Section,Township,Range,Section_Township_Range,Unit_Name,WellNumber,SurfaceLatitudeLongitudeSource,PlugDate,PlugbackMeasuredDepth_FT,PlugbackTrueVerticalDepth_FT,AvgBreakdownPressure_PSI,AvgClusterSpacingPerStage_FT,AvgClusterSpacing_FT,AvgFracGradient_PSIPerFT,AvgISIP_PSI,AvgMillTime_Min,AvgPortSleeveOpeningPressure_PSI,AvgShotsPerCluster,AvgShotsPerFt,AvgTreatmentPressure_PSI,AvgTreatmentRate_BBLPerMin,"ClustersPer1,000Ft",ClustersPerStage,"ShotsPer1,000Ft",ShotsPerStage,TotalShots,AvgFluidPerCluster_BBL,AvgFluidPerShot_BBL,AvgFluidPerStage_BBL,FracRigOnsiteDate,FracRigReleaseDate,AvgProppantPerCluster_LBS,AvgProppantPerShot_LBS,AvgProppantPerStage_LBS,StimulatedStages,TotalClusters,Vintage,FirstProdQuarter,FirstProdMonth,ENVElevationKB_FT,ENVElevationKBSource,ENVElevationGL_FT,ENVElevationGLSource,ElevationKB_FT,ElevationGL_FT,CoordinateSource,PermitApprovedDate,PermitSubmittedDate,SpudDate,DrillingEndDate,RigReleaseDate,CompletionDate,FirstRigDay,ENVCompInsertedDate,StateFileNumber,ENVFracJobType,ENVFluidType,CompletionTime_DAYS,CompletionDesign,PermitToSpud_DAYS,SpudToRigRelease_DAYS,SpudToCompletion_DAYS,SpudToSales_DAYS,SoakTime_DAYS,NumberOfStrings,UpperPerf_FT,LowerPerf_FT,PerfInterval_FT,LateralLength_FT,FracStages,AverageStageSpacing_FT,ENVProppantBrand,ProppantLoading_LBSPerGAL,ENVProppantType,ProppantIntensity_LBSPerFT,Proppant_LBS,TotalWaterPumped_GAL,WaterIntensity_GALPerFT,TotalFluidPumped_BBL,FluidIntensity_BBLPerFT,AcidVolume_BBL,Bottom_Hole_Temp_DEGF,Biocide_LBS,Breaker_LBS,Buffer_LBS,ClayControl_LBS,CrossLinker_LBS,FrictionReducer_LBS,GellingAgent_LBS,IronControl_LBS,ScaleInhibitor_LBS,Surfactant_LBS,Energizer_LBS,Diverter_LBS,TestDate,ChokeSize_64IN,TestRate_BOEPerDAY,TestRate_BOEPerDAYPer1000FT,TestRate_MCFEPerDAY,OilTestRate_BBLPerDAY,OilTestRate_BBLPerDAYPer1000FT,GasTestRate_MCFPerDAY,GasTestRate_MCFPerDAYPer1000FT,WaterTestRate_BBLPerDAY,WaterTestRate_BBLPerDAYPer1000Ft,WaterDepth,TestWHLiquids_PCT,CasingPressure_PSI,FlowingTubingPressure_PSI,ShutInPressure_PSI,OilProdPriorTest_BBL,OilTestMethodName,OilGravity_API,GasGravity_SG,First3MonthProd_BOE,First3MonthProd_BOEPer1000FT,First3MonthGas_MCF,First3MonthGas_MCFPer1000FT,First3MonthProd_MCFE,First3MonthProd_MCFEPer1000FT,First3MonthOil_BBL,First3MonthOil_BBLPer1000FT,First3MonthWater_BBL,First6MonthProd_BOE,First6MonthProd_BOEPer1000FT,First6MonthGas_MCF,First6MonthGas_MCFPer1000FT,First6MonthProd_MCFE,First6MonthProd_MCFEPer1000FT,First6MonthOil_BBL,First6MonthOil_BBLPer1000FT,First6MonthWater_BBL,First9MonthProd_BOE,First9MonthProd_BOEPer1000FT,First9MonthGas_MCF,First9MonthGas_MCFPer1000FT,First9MonthProd_MCFE,First9MonthProd_MCFEPer1000FT,First9MonthOil_BBL,First9MonthOil_BBLPer1000FT,First9MonthWater_BBL,First12MonthProd_BOE,First12MonthProd_BOEPer1000FT,First12MonthGas_MCF,First12MonthGas_MCFPer1000FT,First12MonthProd_MCFE,First12MonthProd_MCFEPer1000FT,First12MonthOil_BBL,First12MonthOil_BBLPer1000FT,First12MonthWater_BBL,First36MonthProd_BOE,First36MonthProd_BOEPer1000FT,First36MonthGas_MCF,First36MonthGas_MCFPer1000FT,First36MonthProd_MCFE,First36MonthProd_MCFEPer1000FT,First36MonthOil_BBL,First36MonthOil_BBLPer1000FT,First36MonthWater_BBL,First36MonthWaterProductionBBLPer1000Ft,PeakProductionDate,MonthsToPeakProduction,PeakProd_BOE,PeakProd_BOEPer1000FT,PeakGas_MCF,PeakGas_MCFPer1000FT,PeakProd_MCFE,PeakProd_MCFEPer1000FT,PeakOil_BBL,PeakOil_BBLPer1000FT,PeakWater_BBL,CumProd_BOE,CumProd_BOEPer1000FT,CumGas_MCF,CumGas_MCFPer1000FT,CumProd_MCFE,CumProd_MCFEPer1000FT,CumOil_BBL,CumOil_BBLPer1000FT,CumWater_BBL,TotalProducingMonths,LastProducingMonth,LastMonthLiquidsProduction_BBL,LastMonthGasProduction_MCF,LastMonthWaterProduction_BBL,Last12MonthBOEProduction,Last12MonthGasProduction_MCF,Last12MonthOilProduction_BBL,Last12MonthWaterProduction_BBL,WHLiquids_PCT,GOR_ScfPerBbl,CumulativeSOR,Last3MonthISOR,TopOfZone_FT,BottomOfZone_FT,SubseaTopDepth_FT,SubseaBaseDepth_FT,Isopach_FT,GammaRay_API,BulkDensity_GPerCC,Resistivity_OHMSM,DensityPorosity_PCT,EffectivePorosity_PCT,ClayVolume_PCT,NonClayVolume_PCT,WaterSaturation_PCT,PhiH_FT,HCPV_PCT,HeightOfHCPV_FT,TotalOrganicCarbon_WTPCT,InjectorWellClass,SpudDateSource,TestRate_MCFEPerDAYPer1000FT,FirstProdYear
42-389-00003,4238900003,42-389-00003-00,423890000300,42-389-00003-00-00,42389000030000,840420002951652,840421003850549,42-389-00003,,,1,PARKER -D- 1,US,TX,REEVES,16305,PARKER -D-,MCDONNOLD OPERATING,MCDONNOLD OPERATING  INC.,MCDONNOLD OPERATING,OTHER,NON-PE-BACKED PRIVATE,PRIVATE,,,OIL (40%+ WH LIQUIDS),OIL,OIL,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,P & A,P & A,,,VERTICAL,SINGLE BORE,DELAWARE,1961-08-01,31.187032,-103.353181,31.187032,-103.353181,5280,5280,08,TORO,T&P RR CO,50,4059,,44,7S,,,,1,REPORTED,2017-09-29,5234,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961,*Pre-2010,*Pre-2010,2794,ACTUAL,2776,ACTUAL,2794,2776,,,,1961-07-12,,,1961-08-01,,,,,,,,,,20,35,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,,0,,2430,,405,,0,1539,,0,,9234,,1539,,0,2520,,0,,15120,,2520,,0,2871,,0,,17226,,2871,,0,13651,,0,,81906,,13651,,0,,1963-07-01,24,908,,1240,,5448,,908,,0,117468,,19526,,704804,,114213,,0,520,2004-11-01,0,1,0,2,12,0,0,97,171,,,,,,,,,,,,,,,,,,,,,Reported,,*Pre-2010
42-389-00003,4238900003,42-389-00003-00,423890000300,42-389-00003-00-01,42389000030001,840420002951652,840421006866167,42-389-00003,,,2,PARKER -D- 1,US,TX,REEVES,16305,PARKER -D-,MCDONNOLD OPERATING,MCDONNOLD OPERATING  INC.,MCDONNOLD OPERATING,OTHER,NON-PE-BACKED PRIVATE,PRIVATE,,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL,OIL,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,P & A,P & A,,,VERTICAL,SINGLE BORE,DELAWARE,1961-08-01,31.187032,-103.353181,31.187032,-103.353181,5280,5280,08,TORO,T&P RR CO,50,4059,,44,7S,,,,1,REPORTED,2017-09-29,5234,,,,,,,,,,,,,,,,,,,,250,,,,,1600,,,1961,*Pre-2010,*Pre-2010,2794,ACTUAL,2776,ACTUAL,2794,2776,,,,1961-07-12,,,1989-05-02,,2016-04-03,,,,,,,,10156,35,,2,5146,5212,66,,1,,,0.15,SAND ONLY,24,1600,10500,159,250,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,*Pre-2010
42-389-36562,4238936562,42-389-36562-00,423893656200,42-389-36562-00-00,42389365620000,840420004680316,840421006226199,42-389-36559,S,,1,REEVES TXL FEE T7-50-29 3H,US,TX,REEVES,51997,REEVES TXL FEE T7-50-29,CHEVRON,CHEVRON U. S. A. INC.,CHEVRON,CVX,MAJOR,PUBLIC,NYSE,NEXTIER OILFIELD SOLUTIONS,OIL (40%+ WH LIQUIDS),OIL,OIL,GAS LIFT,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP A LOWER,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,WOLFCAMP,2019-10-01,31.246127,-103.352046,31.229569,-103.348661,10667,16470,08,PHANTOM,T&P RR CO,50,3685,,20,7S,,,REEVES TXL FEE T7-50-29,3H,REPORTED,,16370,10605,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019-Q4,2019 / 10,2783,ACTUAL,2752,ACTUAL,2783,2752,ACTUAL,2017-11-20,2017-11-06,2019-04-13,2019-07-02,2019-07-02,2019-10-18,2019-04-29,2019-10-18,,SLICKWATER HC,FRESH WATER,15,,509,80,188,186,34,4,11286,16350,5064,5369,,,,0.91,SAND ONLY,2696,13653650,14935830,2949,355615,70,1056,,7592,110,,,,78330,4017,1602,,552638,,,2019-11-21,64,1244,246,7465,1030,203,1285,254,3034,599,,83,,429,,23400,GAS LIFT,42.00,,68837,13593,78549,15511,413021,81560,55745,11008,159758,114980,22705,147900,29206,689878,136232,90330,17838,256103,149970,29615,212203,41904,899819,177689,114603,22631,323055,178738,35296,264447,52221,1072431,211775,134664,26592,377839,337868,66720,627783,123970,2027209,400318,233238,46058,636449,125681,2019-11-01,2,35715,7053,32818,6481,214289,42316,30245,5973,88166,455513,89951,998315,197140,2733081,539708,289128,57095,771345,61,2024-10-01,1842,20927,4257,54725,180459,24649,58089,63,3453,,,10627,10819,-7862,-8054,193,68.37,2.56,138.12,0.087,0.071,0.18,0.76,0.35,13.67,0.044,8.6,2.41,,Reported,1474,2019
42-371-39960,4237139960,42-371-39960-00,423713996000,42-371-39960-00-00,42371399600000,840420005364303,840421006627127,42-371-39950,N,,1,GUNPOWDER 21-16 WA3 703H,US,TX,PECOS,53218,GUNPOWDER 21-16 WA3,EXXON,XTO ENERGY INC.,XTO ENERGY,XOM,MAJOR,PUBLIC,NYSE,NEXTIER OILFIELD SOLUTIONS,OIL (40%+ WH LIQUIDS),OIL,OIL,GAS LIFT,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP A UPPER,ENV ANALYST,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,WOLFCAMP,2020-01-01,31.135705,-103.130873,31.157696,-103.130771,10615,18157,08,HOEFS T-K,T&P RR CO,48,884,,21,8S,,,GUNPOWDER 21-16 WA3,703H,REPORTED,,18155,10615,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2020-Q1,2020 / 01,2769,ACTUAL,2743,ACTUAL,2769,2743,ACTUAL,2019-01-15,2019-01-14,2019-05-09,2019-07-10,2019-07-10,2020-01-16,2019-05-17,2020-01-01,,SLICKWATER HC,FRESH WATER,28,,114,62,252,252,8,3,10974,18017,7043,7373,,,,0.84,SAND ONLY,2560,18031125,21387870,3037,509235,72,,,,208,32931,,,44957,,,,,,,2020-01-24,28,1260,179,7560,1100,156,960,136,8027,1140,,87,1367,,,5114,GAS LIFT,40.00,,43805,6220,36987,5252,262827,37317,37640,5344,514687,67932,9645,60825,8636,407589,57872,57794,8206,772554,85132,12087,78688,11173,510790,72524,72017,10225,934836,103148,14646,97640,13863,618890,87873,86875,12335,1082539,200604,28483,232599,33026,1203621,170896,161837,22978,1548206,219822,2020-02-01,2,17073,2424,14545,2065,102439,14545,14649,2080,189108,266453,37832,307227,43622,1598715,226993,215248,30562,1660114,58,2024-10-01,2206,3503,2941,38845,33150,33320,57277,81,1427,,,10165,10281,-7404,-7518,123,92.09,2.50,64.93,0.124,0.088,0.27,0.65,0.18,10.73,0.070,8.6,4.01,,Reported,1073,2020
42-389-E0041,42389E0041,42-389-E0041-00,42389E004100,42-389-E0041-00-00,42389E00410000,840420019651924,840421007438968,,,,,,US,TX,REEVES,,,,,,OTHER,,,,,,DRY HOLE,DRY HOLE,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,UNREPORTED,UNREPORTED,,,VERTICAL,SINGLE BORE,,,31.110887,-103.318785,,,,,,,T&P RR CO,50,2300,,34,8S,,,,,HISTORICAL WELL SPOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2821,ACTUAL,2808,ACTUAL,2821,2808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-389-40996,4238940996,42-389-40996-00,423894099600,42-389-40996-00-00,42389409960000,840420020076182,840421008055514,42-389-40973,S,,1,GIRAFFE 19 UNIT S32 32H,US,TX,REEVES,P895935,GIRAFFE 19 UNIT S32,VTX ENERGY OPERATING LLC,"VTX ENERGY OPERATING, LLC",VTX ENERGY OPERATING LLC,OTHER,NON-PE-BACKED PRIVATE,PRIVATE,,CUDD,OIL (40%+ WH LIQUIDS),OIL,OIL,GAS LIFT,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,3RD BONE SPRING,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,BONE SPRING 3,2024-07-01,31.223879,-103.177078,31.200987,-103.174971,10112,18243,08,SANDBAR,PSL,C1,1240,,18,,,,GIRAFFE 19 UNIT S32,32H,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,2024-Q3,2024 / 07,2709,ACTUAL,2685,ACTUAL,2709,2684,ACTUAL,2024-01-04,2023-12-14,2024-01-12,2024-01-26,2024-01-26,2024-01-26,2024-01-16,2024-06-11,,SLICKWATER HC,FRESH WATER,11,,8,14,14,186,157,3,10456,18119,7663,7702,,,GARNET/PEARL/CHROME RCS,0.82,SAND ONLY,2435,18659850,22847664,2982,543992,71,38,,9426,,,,,86158,,,68801,76851,,,2024-11-06,64,1061,138,6366,948,124,678,88,3950,515,,89,164,165,,35131,GAS LIFT,41.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-01,2,12179,1589,7645,998,73075,9536,10905,1423,0,13105,1710,8155,1064,78631,10261,11746,1533,0,2,2024-08-01,10905,7645,0,13105,8155,11746,0,90,694,,,9854,10294,-7152,-7590,438,75.20,2.54,190.00,0.097,0.076,0.20,0.77,0.39,33.21,0.056,24.4,2.37,,Reported,831,2024
42-371-32845,4237132845,42-371-32845-00,423713284500,42-371-32845-00-00,42371328450000,840420002897131,840421003633331,42-371-32845,,,1,"SCHLOSSER, FRED ESTATE ""B"" 1",US,TX,PECOS,087588,"SCHLOSSER, FRED ESTATE ""B""",EXXON,XTO ENERGY INC.,EXXON MOBIL,XOM,MAJOR,PUBLIC,NYSE,,DRY GAS (0-1% WH LIQUIDS),GAS,GAS,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,P & A,P & A,,,VERTICAL,SINGLE BORE,"PENN, NORTH",1980-03-01,31.145582,-103.182244,31.145582,-103.182244,15692,15692,08,ROJO CABALLOS,T&P RR CO,49,952,,13,8S,,,FRED SCHLOSSER ESTATE B,1,REPORTED,2023-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980,*Pre-2010,*Pre-2010,2774,ACTUAL,2760,ACTUAL,2774,2760,,1979-08-09,1979-08-09,1979-08-15,1980-03-16,,1980-03-16,,2016-04-03,,,,,,6,,214,214,,3,12900,15692,2792,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-03-26,,1481,,8884,1,,8880,,18,,,0,,810,,,,4.40,,73609,,439615,,441655,,340,,152,138470,,827520,,830820,,550,,291,196419,,1173100,,1178512,,902,,422,249379,,1488833,,1496273,,1240,,548,505164,,3016371,,3030987,,2436,,1284,,1980-04-01,2,38127,,227864,,228764,,352,,759,972318,,5806036,,5833906,,4645,,21694,450,2017-08-01,0,6,0,13,80,0,0,0,1000000,,,,,,,,,,,,,,,,,,,,,Reported,,*Pre-2010
42-371-32433,4237132433,42-371-32433-00,423713243300,42-371-32433-00-00,42371324330000,840420002903330,840421002862650,42-371-32433,,,1,"WEATHERBY, IVY B. ""A"" 2",US,TX,PECOS,205555,"WEATHERBY, IVY B. ""A""",CHEVRON,CHEVRON U. S. A. INC.,GULF OIL CORP.,CVX,MAJOR,PUBLIC,NYSE,,DRY GAS (0-1% WH LIQUIDS),GAS,GAS,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,P & A,P & A,,,VERTICAL,SINGLE BORE,ATOKA PENN,1978-10-01,31.120125,-103.195033,31.120125,-103.195033,15210,18655,08,ROJO CABALLOS,T&P RR CO,49,8478,,26,8S,,,"WEATHERBY, IVY B ""A""",2,REPORTED,2024-07-20,15210,15210,,,,,,,,,,,,,,,,,,,,,,,,,,,1978,*Pre-2010,*Pre-2010,2778,ACTUAL,2764,ACTUAL,2778,2764,,1977-12-07,1977-12-07,1978-04-01,,,1978-10-11,,2016-04-03,,,,,,115,,193,198,,2,18315,18457,142,,,,,,,,,,,,,,269.0,,,,,,,,,,,,,1978-11-03,,1733,,10400,,,10400,,60,,,,,5963,6928,,,,,74604,,447626,,447626,,0,,0,223046,,1338273,,1338273,,0,,0,,,,,,,,,,439451,,2636706,,2636706,,0,,0,1555162,,9330970,,9330970,,0,,0,,1979-10-01,13,60082,,360491,,360491,,1,,589,3179793,,19078752,,19078758,,1,,5936,455,2016-08-01,0,54,12,434,2603,0,680,0,1000000,,,,,,,,,,,,,,,,,,,,,Reported,,*Pre-2010
42-371-32433,4237132433,42-371-32433-00,423713243300,42-371-32433-00-01,42371324330001,840420002903330,840421007662177,42-371-32433,,,2,"WEATHERBY, IVY B. ""A"" 2",US,TX,PECOS,205555,"WEATHERBY, IVY B. ""A""",CHEVRON,CHEVRON U. S. A. INC.,GULF OIL CORP.,CVX,MAJOR,PUBLIC,NYSE,,DRY GAS (0-1% WH LIQUIDS),GAS,GAS,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,P & A,P & A,,,VERTICAL,SINGLE BORE,ATOKA PENN,1978-10-01,31.120125,-103.195033,31.120125,-103.195033,15210,18655,08,ROJO CABALLOS,T&P RR CO,49,8478,,26,8S,,,"WEATHERBY, IVY B ""A""",2,REPORTED,2024-07-20,15210,15210,,,,,,,,,,,,,,,,,,,,,,,,,,,1978,*Pre-2010,*Pre-2010,2778,ACTUAL,2764,ACTUAL,2778,2764,,1977-12-07,1977-12-07,1978-04-01,2004-08-06,,2004-08-06,,2022-10-20,,,,,,115,,9624,198,,2,15130,15179,49,,,,,,,,,,,,,,269.0,,,,,,,,,,,,,2005-04-20,,11,,65,,,65,,,,,,,230,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,*Pre-2010
42-371-39391,4237139391,42-371-39391-00,423713939100,42-371-39391-00-00,42371393910000,840420003491044,840421001414851,42-371-39391,N,,1,DONNA STATE EAST UNIT 1H,US,TX,PECOS,48074,DONNA STATE EAST UNIT,BATTALION OIL,HALCON OPERATING CO.  INC.,SAMSON EXPL,BATL,MICRO CAP,PUBLIC,NYSEAMERICAN,HALLIBURTON,OIL (40%+ WH LIQUIDS),OIL & GAS,OIL & GAS,PUMPING,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP A UPPER,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,WOLFCAMP,2016-08-01,31.064526,-103.175226,31.084748,-103.175150,10410,17436,08,PHANTOM,T&P RR CO,49,970,,01,9S,,,DONNA STATE EAST UNIT,1H,REPORTED,,17384,10407,,,,,,,,,,,,,,,,,,,533783,,,,,13610157,,,2016,2016-Q3,2016 / 08,2869,ACTUAL,2842,ACTUAL,2869,2843,ACTUAL,2016-03-29,2016-03-21,2016-04-18,2016-05-10,2016-05-10,2016-08-07,2016-04-18,2016-09-06,,SLICKWATER,FRESH WATER,14,,20,22,111,120,2,3,10710,17335,6625,6855,,,"SAND-COMMON WHITE-100 MESH | SAND-PREMIUM WHITE-40/70",0.61,SAND ONLY,2054,13610157,22418886,3384,533783,81,119,,11609,,,,,,,,,11441,,7068,2016-08-09,31,620,94,3722,492,74,770,116,3932,594,,79,1361,1361,,1220,PUMPING,40.00,,47013,7096,44172,6667,282078,42578,39651,5985,283599,81225,12260,76402,11532,487348,73562,68491,10338,502844,102714,15504,97402,14702,616282,93024,86480,13054,637579,134362,20281,127869,19301,806175,121687,113051,17064,832957,348203,52559,339858,51299,2089218,315354,291560,44009,2062920,311384,2016-08-01,1,17565,2651,17484,2639,105390,15908,14651,2211,100191,570217,86071,590870,89188,3421304,516423,471739,71206,3059989,98,2024-09-01,1780,2161,8164,30558,36626,24454,115645,83,1253,,,10217,10371,-7375,-7527,154,119.76,2.52,60.86,0.115,0.081,0.28,0.63,0.19,12.43,0.063,9.7,4.01,,Reported,562,2016
42-389-36409,4238936409,42-389-36409-00,423893640900,42-389-36409-00-00,42389364090000,840420004673804,840421006221949,42-389-36409,N,,1,REV GF STATE T7 50 461H,US,TX,REEVES,50122,REV GF STATE T7 50,CHEVRON,CHEVRON U. S. A. INC.,CHEVRON,CVX,MAJOR,PUBLIC,NYSE,NEXTIER OILFIELD SOLUTIONS,OIL (40%+ WH LIQUIDS),OIL,OIL,GAS LIFT,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP A UPPER,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,WOLFCAMP,2019-02-01,31.184334,-103.317611,31.214956,-103.318873,10491,21010,08,PHANTOM,T&P RR CO,50,711,,03,8S,,,REV GF STATE T7 50,461H,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019-Q1,2019 / 02,2806,ACTUAL,2773,ACTUAL,2806,2773,ACTUAL,2017-10-06,2017-09-21,2018-03-18,2018-10-20,2018-08-20,2019-02-11,2018-07-20,2019-05-25,,SLICKWATER HC,FRESH WATER,30,,163,155,330,335,26,4,10538,20835,10297,10422,,,,0.96,SAND ONLY,3007,30964679,32227020,3130,767310,75,2390,,21700,315,,214223,,192508,64537,2748,175030,43988,,,2019-03-09,37,1425,138,8547,1272,124,915,89,3833,372,,89,,942,,24894,GAS LIFT,42.00,,75646,7346,66277,6437,453877,44079,64600,6274,216302,135514,13161,126600,12295,813084,78963,114414,11111,371299,179780,17459,174387,16936,1078678,104757,150715,14637,484876,219359,21303,217873,21159,1316152,127819,183046,17777,586581,407524,39577,465894,45246,2445143,237462,329875,32036,1058435,102791,2019-03-01,2,37956,3686,33577,3261,227737,22117,32360,3143,116933,546651,53088,683552,66384,3279908,318530,432726,42024,1406590,69,2024-10-01,3637,8254,12691,51383,92166,36022,124481,79,1580,,,10335,10479,-7529,-7674,143,87.29,2.53,176.46,0.105,0.078,0.24,0.69,0.28,11.18,0.060,8.5,3.96,,Reported,830,2019
42-389-00931,4238900931,42-389-00931-00,423890093100,42-389-00931-00-00,42389009310000,840420005530143,840421001425307,42-389-00931,,,,GILLESPIE 127,US,TX,REEVES,,GILLESPIE,"TEXAS CRUDE, INC.",TEXAS CRUDE,TEXAS CRUDE,OTHER,NON-PE-BACKED PRIVATE,PRIVATE,,,,,,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,P & A,P & A,,,UNDETERMINED,SINGLE BORE,,,31.114695,-103.319808,31.115274,-103.319631,,,08,,T&P RR CO,50 T8S,722,,27,,,,,127,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2822,ACTUAL,2808,ACTUAL,2822,2808,,,,1961-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,
42-371-39704,4237139704,42-371-39704-00,423713970400,42-371-39704-00-00,42371397040000,840420004741360,840421006252333,42-371-39704,,,1,EL KABONG UNIT 48-17-8 2D,US,TX,PECOS,,EL KABONG UNIT 48-17-8,EXXON,XTO ENERGY INC.,XTO ENERGY,XOM,MAJOR,PUBLIC,NYSE,,,SWD,SWD,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,INJECTING,INJECTING,,,VERTICAL,SINGLE BORE,CANYON,,31.159721,-103.137328,31.159586,-103.137210,7393,7404,08,ROJO CABALLOS,T&P RR CO,48,5267,,08,8S,,,,2D,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2738,ACTUAL,2720,ACTUAL,2738,2721,ACTUAL,2018-03-12,2018-03-12,2018-11-12,2018-11-28,2018-11-28,2019-07-31,2018-11-11,2023-12-08,,,,,,245,16,261,,,2,5785,6444,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II,Reported,,
